,ID,Gender,Car,Reality,inc,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,wkphone,phone,email,famsize,begin_month,dep_value,target,ChldNo_0,ChldNo_1,ChldNo_2More,gp_inc_high,gp_inc_low,gp_inc_medium,Age,gp_Age_high,gp_Age_highest,gp_Age_low,gp_Age_lowest,gp_Age_medium,worktm,gp_worktm_high,gp_worktm_highest,gp_worktm_low,gp_worktm_lowest,gp_worktm_medium,famsizegp_1,famsizegp_2,famsizegp_3more,inctp_Commercial associate,inctp_State servant,inctp_Working,occyp_Laborwk,occyp_Other,occyp_hightecwk,occyp_officewk,houtp_Co-op apartment,houtp_House / apartment,houtp_Municipal apartment,houtp_Office apartment,houtp_Rented apartment,houtp_With parents,edutp_Higher education,edutp_Incomplete higher,edutp_Lower secondary,edutp_Secondary / secondary special,famtp_Civil marriage,famtp_Married,famtp_Separated,famtp_Single / not married,famtp_Widow
6430,5036655.0,0.0,0.0,1.0,9.0,-20057.0,-5321.0,1.0,1,1,0,2,-57.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6433,5036668.0,0.0,0.0,1.0,17.595,-20462.0,-1881.0,1.0,0,0,0,2,-13.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6439,5036677.0,0.0,0.0,1.0,12.15,-17960.0,-1789.0,1.0,0,0,0,2,-51.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6440,5036678.0,0.0,0.0,1.0,12.15,-17960.0,-1789.0,1.0,0,0,0,2,-24.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6441,5036679.0,0.0,0.0,1.0,12.15,-17960.0,-1789.0,1.0,0,0,0,2,-1.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6450,5036694.0,0.0,0.0,1.0,18.0,-18439.0,-11176.0,1.0,0,1,0,1,-28.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,30.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6484,5036739.0,0.0,0.0,0.0,9.0,-20036.0,-66.0,1.0,0,0,0,1,-20.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6485,5036742.0,0.0,0.0,1.0,13.5,-19817.0,-3111.0,1.0,0,0,0,2,-36.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6489,5036750.0,0.0,0.0,1.0,9.0,-18744.0,-3141.0,1.0,0,1,0,2,-56.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6490,5146478.0,0.0,0.0,1.0,9.0,-18744.0,-3141.0,1.0,0,1,0,2,-21.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6491,5146479.0,0.0,0.0,1.0,9.0,-18744.0,-3141.0,1.0,0,1,0,2,-21.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6492,5146482.0,0.0,0.0,1.0,9.0,-18744.0,-3141.0,1.0,0,1,0,2,-54.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6493,5146483.0,0.0,0.0,1.0,9.0,-18744.0,-3141.0,1.0,0,1,0,2,-42.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6494,5146484.0,0.0,0.0,1.0,9.0,-18744.0,-3141.0,1.0,0,1,0,2,-59.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6501,5036754.0,0.0,1.0,0.0,10.35,-20292.0,-980.0,1.0,0,0,0,2,-35.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6502,5139350.0,0.0,1.0,0.0,10.35,-20292.0,-980.0,1.0,0,0,0,2,-35.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6546,5036807.0,1.0,1.0,0.0,13.5,-20029.0,-10202.0,1.0,0,0,0,2,-45.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6547,5036808.0,1.0,1.0,0.0,13.5,-20029.0,-10202.0,1.0,0,0,0,2,-54.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,27.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6548,5036813.0,0.0,0.0,1.0,9.0,-19791.0,-3172.0,1.0,0,1,0,1,-19.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6549,5036814.0,0.0,0.0,1.0,9.0,-19791.0,-3172.0,1.0,0,1,0,1,-19.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6550,5150385.0,0.0,0.0,1.0,9.0,-19791.0,-3172.0,1.0,0,1,0,1,-48.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6551,5150386.0,0.0,0.0,1.0,9.0,-19791.0,-3172.0,1.0,0,1,0,1,-25.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6552,5150387.0,0.0,0.0,1.0,9.0,-19791.0,-3172.0,1.0,0,1,0,1,-17.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6558,5036828.0,0.0,0.0,1.0,18.0,-19207.0,-4327.0,1.0,0,0,0,2,-26.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6559,5036830.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-29.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6560,5036831.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-16.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6561,5036832.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-42.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6562,5146093.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-52.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6563,5146094.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-52.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6564,5146095.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-39.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6565,5146096.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-26.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6566,5146097.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-19.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6567,5146098.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-19.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6568,5146099.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-17.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6569,5146100.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-16.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6570,5146101.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-10.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6571,5146102.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-42.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6572,5146103.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-15.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6573,5146105.0,0.0,1.0,1.0,17.55,-18053.0,-3141.0,1.0,0,0,0,2,-15.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6583,5036837.0,0.0,1.0,1.0,20.25,-18744.0,-2988.0,1.0,0,0,0,2,-26.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6584,5139355.0,0.0,1.0,1.0,20.25,-18744.0,-2988.0,1.0,0,0,0,2,-18.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6585,5139356.0,0.0,1.0,1.0,20.25,-18744.0,-2988.0,1.0,0,0,0,2,-20.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6586,5139357.0,0.0,1.0,1.0,20.25,-18744.0,-2988.0,1.0,0,0,0,2,-10.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6587,5139358.0,0.0,1.0,1.0,20.25,-18744.0,-2988.0,1.0,0,0,0,2,-8.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6618,5036857.0,0.0,0.0,1.0,12.15,-18513.0,-8163.0,1.0,0,0,0,2,-22.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6619,5139364.0,0.0,0.0,1.0,12.15,-18513.0,-8163.0,1.0,0,0,0,2,-22.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6620,5139365.0,0.0,0.0,1.0,12.15,-18513.0,-8163.0,1.0,0,0,0,2,-11.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6621,5139367.0,0.0,0.0,1.0,12.15,-18513.0,-8163.0,1.0,0,0,0,2,-57.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6622,5139370.0,0.0,0.0,1.0,12.15,-18513.0,-8163.0,1.0,0,0,0,2,-31.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6623,5139371.0,0.0,0.0,1.0,12.15,-18513.0,-8163.0,1.0,0,0,0,2,-31.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6624,5139372.0,0.0,0.0,1.0,12.15,-18513.0,-8163.0,1.0,0,0,0,2,-2.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6626,5036860.0,1.0,0.0,1.0,6.75,-19832.0,-554.0,1.0,0,0,0,2,-54.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6635,5036868.0,0.0,0.0,1.0,15.75,-19191.0,-5057.0,1.0,0,0,0,2,-47.0,No,0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
6636,5036871.0,1.0,1.0,1.0,13.5,-19647.0,-4207.0,1.0,0,0,0,2,-19.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6658,5036896.0,0.0,0.0,1.0,20.25,-19253.0,-8863.0,1.0,0,0,0,2,-38.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6659,5036897.0,0.0,0.0,1.0,20.25,-19253.0,-8863.0,1.0,0,0,0,2,-21.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,24.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6674,5036906.0,0.0,0.0,1.0,11.25,-18902.0,-219.0,1.0,0,1,0,2,-45.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6675,5036907.0,0.0,0.0,1.0,11.25,-18902.0,-219.0,1.0,0,1,0,2,-54.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6692,5036944.0,1.0,1.0,1.0,20.25,-19252.0,-523.0,1.0,0,0,0,2,-10.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6693,5036945.0,1.0,1.0,1.0,20.25,-19252.0,-523.0,1.0,0,0,0,2,-12.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6705,5036961.0,0.0,0.0,0.0,13.5,-17991.0,-5607.0,1.0,0,0,0,2,-31.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6706,5036963.0,0.0,0.0,1.0,9.0,-19151.0,-401.0,1.0,0,0,0,2,-6.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6749,5037000.0,0.0,0.0,0.0,13.5,-19003.0,-11785.0,1.0,0,0,0,2,-17.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,32.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6750,5037001.0,0.0,0.0,0.0,13.5,-19003.0,-11785.0,1.0,0,0,0,2,0.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,32.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6766,5037019.0,1.0,1.0,0.0,20.25,-19398.0,-2166.0,1.0,0,0,0,2,-17.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6767,5037020.0,1.0,1.0,0.0,20.25,-19398.0,-2166.0,1.0,0,0,0,2,-10.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6768,5150487.0,1.0,1.0,0.0,20.25,-19398.0,-2166.0,1.0,0,0,0,2,-29.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6771,5037023.0,1.0,0.0,1.0,9.45,-18251.0,-919.0,1.0,1,1,0,2,-13.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6777,5037036.0,0.0,1.0,1.0,11.25,-19847.0,-615.0,1.0,0,0,0,1,-46.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6778,5037041.0,0.0,1.0,1.0,16.2,-18251.0,-3019.0,1.0,0,1,0,2,-33.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6779,5146165.0,0.0,1.0,1.0,16.2,-18251.0,-3019.0,1.0,0,1,0,2,-51.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6780,5146166.0,0.0,1.0,1.0,16.2,-18251.0,-3019.0,1.0,0,1,0,2,-42.0,No,0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6811,5037053.0,0.0,0.0,1.0,11.25,-19583.0,-6579.0,1.0,0,1,0,1,-20.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,18.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
6820,5037063.0,0.0,0.0,1.0,11.25,-18484.0,-6033.0,1.0,0,1,0,2,-39.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6821,5037064.0,0.0,0.0,1.0,11.25,-18484.0,-6033.0,1.0,0,1,0,2,-42.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6822,5037065.0,0.0,0.0,1.0,11.25,-18484.0,-6033.0,1.0,0,1,0,2,-18.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6823,5139884.0,0.0,0.0,1.0,11.25,-18484.0,-6033.0,1.0,0,1,0,2,-46.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6824,5139886.0,0.0,0.0,1.0,11.25,-18484.0,-6033.0,1.0,0,1,0,2,-7.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6825,5139888.0,0.0,0.0,1.0,11.25,-18484.0,-6033.0,1.0,0,1,0,2,-58.0,No,0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
